feedback_id,install,score,body,ts
F000403,I00967,5,"no complaints, the line has kept pace all quarter",2026-01-07
F000404,I00970,5,"solid machine, support answered quickly when we asked",2025-12-02
F000405,I00972,4,"solid machine, support answered quickly when we asked",2025-07-16
F000406,I00973,2,support took days to come back to us while the line was stopped,2025-08-01
F000407,I00974,2,"too much downtime in hot weather, we lost a shift to it",2024-12-08
F000408,I00975,2,"too much downtime in hot weather, we lost a shift to it",2026-03-10
F000409,I00976,5,"runs well, uptime has been excellent since commissioning",2025-03-03
F000410,I00978,5,"reliable so far, operators like the controls",2025-05-12
F000411,I00980,5,"no complaints, the line has kept pace all quarter",2025-07-25
F000412,I00981,5,"no complaints, the line has kept pace all quarter",2025-11-01
F000413,I00982,5,"runs well, uptime has been excellent since commissioning",2024-12-06
F000414,I00988,4,"no complaints, the line has kept pace all quarter",2025-09-23
F000415,I00995,5,"runs well, uptime has been excellent since commissioning",2026-07-03
F000416,I00997,2,support took days to come back to us while the line was stopped,2025-04-03
F000417,I00998,1,support took days to come back to us while the line was stopped,2025-02-06
F000418,I00999,2,"too much downtime in hot weather, we lost a shift to it",2026-01-30
F000419,I01000,1,wear parts go faster than expected at our duty cycle,2026-05-26
F000420,I01001,4,"runs well, uptime has been excellent since commissioning",2024-12-06
F000421,I01005,5,"no complaints, the line has kept pace all quarter",2026-05-06
F000422,I01006,2,wear parts go faster than expected at our duty cycle,2025-06-13
F000423,I01007,5,"solid machine, support answered quickly when we asked",2025-10-25
F000424,I01009,1,support took days to come back to us while the line was stopped,2025-11-24
F000425,I01010,4,"reliable so far, operators like the controls",2024-11-17
F000426,I01012,5,"no complaints, the line has kept pace all quarter",2026-09-09
F000427,I01014,5,"no complaints, the line has kept pace all quarter",2025-12-04
F000428,I01016,5,"runs well, uptime has been excellent since commissioning",2025-08-04
F000429,I01021,2,support took days to come back to us while the line was stopped,2026-04-24
F000430,I01026,3,"too much downtime in hot weather, we lost a shift to it",2026-03-10
F000431,I01033,2,wear parts go faster than expected at our duty cycle,2025-01-19
F000432,I01034,4,"reliable so far, operators like the controls",2026-08-28
F000433,I01035,3,"keeps overheating in summer, not what we were promised on uptime",2026-05-28
F000434,I01036,5,"no complaints, the line has kept pace all quarter",2025-08-26
F000435,I01037,5,"no complaints, the line has kept pace all quarter",2025-11-27
F000436,I01040,2,"keeps overheating in summer, not what we were promised on uptime",2025-10-23
F000437,I01043,5,"reliable so far, operators like the controls",2026-01-01
F000438,I01045,5,"reliable so far, operators like the controls",2025-11-10
F000439,I01047,5,"solid machine, support answered quickly when we asked",2026-01-10
F000440,I01050,5,"no complaints, the line has kept pace all quarter",2026-01-11
F000441,I01051,5,"solid machine, support answered quickly when we asked",2026-12-12
F000442,I01054,5,"runs well, uptime has been excellent since commissioning",2025-12-01
F000443,I01059,1,support took days to come back to us while the line was stopped,2025-05-08
F000444,I01062,5,"runs well, uptime has been excellent since commissioning",2025-07-14
F000445,I01063,2,wear parts go faster than expected at our duty cycle,2025-01-01
F000446,I01068,4,"no complaints, the line has kept pace all quarter",2026-04-10
F000447,I01070,4,"runs well, uptime has been excellent since commissioning",2025-06-18
F000448,I01073,1,wear parts go faster than expected at our duty cycle,2026-05-27
F000449,I01078,3,wear parts go faster than expected at our duty cycle,2025-07-16
F000450,I01082,5,"runs well, uptime has been excellent since commissioning",2025-07-22
F000451,I01083,2,"keeps overheating in summer, not what we were promised on uptime",2026-04-12
F000452,I01087,4,"no complaints, the line has kept pace all quarter",2026-01-30
F000453,I01092,4,"no complaints, the line has kept pace all quarter",2025-04-06
F000454,I01094,2,support took days to come back to us while the line was stopped,2025-02-01
F000455,I01097,1,support took days to come back to us while the line was stopped,2026-01-26
F000456,I01103,1,"keeps overheating in summer, not what we were promised on uptime",2024-10-21
F000457,I01106,3,"keeps overheating in summer, not what we were promised on uptime",2025-01-27
F000458,I01108,5,"no complaints, the line has kept pace all quarter",2026-03-30
F000459,I01121,2,support took days to come back to us while the line was stopped,2025-01-13
F000460,I01124,1,"too much downtime in hot weather, we lost a shift to it",2025-08-30
F000461,I01125,2,wear parts go faster than expected at our duty cycle,2025-08-13
F000462,I01126,4,"no complaints, the line has kept pace all quarter",2026-08-08
F000463,I01132,3,support took days to come back to us while the line was stopped,2025-05-27
F000464,I01135,3,support took days to come back to us while the line was stopped,2025-03-23
F000465,I01138,1,"keeps overheating in summer, not what we were promised on uptime",2025-06-09
F000466,I01141,4,"no complaints, the line has kept pace all quarter",2025-09-17
F000467,I01142,4,"no complaints, the line has kept pace all quarter",2025-11-02
F000468,I01144,4,"reliable so far, operators like the controls",2024-09-06
F000469,I01145,5,"solid machine, support answered quickly when we asked",2025-06-28
F000470,I01147,2,"too much downtime in hot weather, we lost a shift to it",2025-03-24
F000471,I01152,5,"runs well, uptime has been excellent since commissioning",2025-01-17
F000472,I01155,5,"runs well, uptime has been excellent since commissioning",2025-01-25
F000473,I01156,5,"no complaints, the line has kept pace all quarter",2025-01-07
F000474,I01160,1,"keeps overheating in summer, not what we were promised on uptime",2026-06-25
F000475,I01162,3,"keeps overheating in summer, not what we were promised on uptime",2025-12-29
F000476,I01163,1,support took days to come back to us while the line was stopped,2024-10-27
F000477,I01167,4,"reliable so far, operators like the controls",2024-09-14
F000478,I01168,4,"no complaints, the line has kept pace all quarter",2025-11-02
F000479,I01169,5,"no complaints, the line has kept pace all quarter",2025-07-28
F000480,I01173,1,wear parts go faster than expected at our duty cycle,2025-02-17
F000481,I01175,5,"runs well, uptime has been excellent since commissioning",2025-06-02
F000482,I01179,4,"runs well, uptime has been excellent since commissioning",2025-07-31
F000483,I01180,4,"solid machine, support answered quickly when we asked",2025-09-23
F000484,I01182,5,"reliable so far, operators like the controls",2026-05-30
F000485,I01183,4,"solid machine, support answered quickly when we asked",2024-08-16
F000486,I01186,4,"no complaints, the line has kept pace all quarter",2026-07-19
F000487,I01187,4,"no complaints, the line has kept pace all quarter",2026-06-27
F000488,I01189,1,"keeps overheating in summer, not what we were promised on uptime",2025-04-19
F000489,I01190,1,"too much downtime in hot weather, we lost a shift to it",2025-09-14
F000490,I01193,5,"reliable so far, operators like the controls",2026-05-06
F000491,I01194,4,"solid machine, support answered quickly when we asked",2026-02-05
F000492,I01200,5,"runs well, uptime has been excellent since commissioning",2026-03-29
F000493,I01204,5,"runs well, uptime has been excellent since commissioning",2025-11-23
F000494,I01208,5,"reliable so far, operators like the controls",2025-03-30
F000495,I01209,4,"no complaints, the line has kept pace all quarter",2025-08-27
F000496,I01210,4,"reliable so far, operators like the controls",2025-01-16
F000497,I01211,4,"no complaints, the line has kept pace all quarter",2025-12-03
F000498,I01212,5,"no complaints, the line has kept pace all quarter",2026-01-05
F000499,I01213,4,"runs well, uptime has been excellent since commissioning",2026-02-20
F000500,I01214,2,support took days to come back to us while the line was stopped,2026-06-23
F000501,I01215,4,"no complaints, the line has kept pace all quarter",2024-11-30
F000502,I01217,2,"keeps overheating in summer, not what we were promised on uptime",2026-04-04
F000503,I01218,4,"runs well, uptime has been excellent since commissioning",2025-03-10
F000504,I01219,2,"too much downtime in hot weather, we lost a shift to it",2025-09-16
F000505,I01220,4,"runs well, uptime has been excellent since commissioning",2026-04-13
F000506,I01221,1,"keeps overheating in summer, not what we were promised on uptime",2024-12-15
F000507,I01228,4,"reliable so far, operators like the controls",2025-09-18
F000508,I01229,5,"runs well, uptime has been excellent since commissioning",2025-11-15
F000509,I01232,3,wear parts go faster than expected at our duty cycle,2026-01-06
F000510,I01236,5,"runs well, uptime has been excellent since commissioning",2025-08-25
F000511,I01239,4,"runs well, uptime has been excellent since commissioning",2025-07-27
F000512,I01241,5,"reliable so far, operators like the controls",2024-09-17
F000513,I01243,2,"too much downtime in hot weather, we lost a shift to it",2025-10-12
F000514,I01244,5,"solid machine, support answered quickly when we asked",2025-11-24
F000515,I01246,4,"solid machine, support answered quickly when we asked",2025-04-22
F000516,I01247,5,"solid machine, support answered quickly when we asked",2025-07-10
F000517,I01248,3,support took days to come back to us while the line was stopped,2026-02-20
F000518,I01249,5,"no complaints, the line has kept pace all quarter",2024-12-02
F000519,I01251,5,"runs well, uptime has been excellent since commissioning",2025-06-10
F000520,I01253,4,"solid machine, support answered quickly when we asked",2025-05-22
F000521,I01255,5,"reliable so far, operators like the controls",2025-10-28
F000522,I01258,1,"too much downtime in hot weather, we lost a shift to it",2025-07-23
F000523,I01261,4,"no complaints, the line has kept pace all quarter",2024-12-10
F000524,I01263,5,"runs well, uptime has been excellent since commissioning",2024-08-20
F000525,I01265,5,"reliable so far, operators like the controls",2025-09-05
F000526,I01270,2,support took days to come back to us while the line was stopped,2025-12-31
F000527,I01278,5,"reliable so far, operators like the controls",2025-08-31
F000528,I01280,4,"no complaints, the line has kept pace all quarter",2026-03-14
F000529,I01281,5,"solid machine, support answered quickly when we asked",2026-04-27
F000530,I01285,5,"runs well, uptime has been excellent since commissioning",2025-07-28
F000531,I01287,5,"no complaints, the line has kept pace all quarter",2025-02-23
F000532,I01288,1,support took days to come back to us while the line was stopped,2026-03-14
F000533,I01293,5,"reliable so far, operators like the controls",2026-05-07
F000534,I01294,2,support took days to come back to us while the line was stopped,2025-09-22
F000535,I01295,4,"runs well, uptime has been excellent since commissioning",2026-10-17
F000536,I01298,4,"runs well, uptime has been excellent since commissioning",2025-09-04
F000537,I01301,5,"reliable so far, operators like the controls",2025-09-13
F000538,I01304,4,"reliable so far, operators like the controls",2026-04-23
F000539,I01305,4,"reliable so far, operators like the controls",2025-11-23
F000540,I01307,4,"no complaints, the line has kept pace all quarter",2026-05-01
F000541,I01311,5,"runs well, uptime has been excellent since commissioning",2025-12-03
F000542,I01312,4,"no complaints, the line has kept pace all quarter",2026-07-19
F000543,I01314,1,support took days to come back to us while the line was stopped,2024-11-12
F000544,I01315,5,"runs well, uptime has been excellent since commissioning",2025-09-16
F000545,I01318,1,"keeps overheating in summer, not what we were promised on uptime",2025-10-18
F000546,I01319,5,"reliable so far, operators like the controls",2025-09-13
F000547,I01321,5,"solid machine, support answered quickly when we asked",2024-06-09
F000548,I01323,2,"keeps overheating in summer, not what we were promised on uptime",2025-06-15
F000549,I01324,2,support took days to come back to us while the line was stopped,2025-10-30
F000550,I01325,5,"solid machine, support answered quickly when we asked",2025-12-02
F000551,I01328,5,"solid machine, support answered quickly when we asked",2024-11-12
F000552,I01331,3,"too much downtime in hot weather, we lost a shift to it",2026-01-07
F000553,I01333,4,"runs well, uptime has been excellent since commissioning",2024-11-13
F000554,I01335,3,"keeps overheating in summer, not what we were promised on uptime",2026-03-29
F000555,I01336,3,"too much downtime in hot weather, we lost a shift to it",2025-08-31
F000556,I01340,3,"too much downtime in hot weather, we lost a shift to it",2025-05-28
F000557,I01341,2,"too much downtime in hot weather, we lost a shift to it",2025-11-02
F000558,I01344,3,support took days to come back to us while the line was stopped,2024-11-17
F000559,I01349,5,"reliable so far, operators like the controls",2025-03-02
F000560,I01352,5,"no complaints, the line has kept pace all quarter",2025-12-27
F000561,I01354,5,"solid machine, support answered quickly when we asked",2026-08-19
F000562,I01355,2,wear parts go faster than expected at our duty cycle,2025-08-11
F000563,I01357,3,"keeps overheating in summer, not what we were promised on uptime",2025-11-09
F000564,I01362,3,"keeps overheating in summer, not what we were promised on uptime",2026-03-11
F000565,I01366,2,support took days to come back to us while the line was stopped,2026-02-09
F000566,I01367,5,"reliable so far, operators like the controls",2024-11-09
F000567,I01368,5,"solid machine, support answered quickly when we asked",2025-08-27
F000568,I01371,5,"runs well, uptime has been excellent since commissioning",2025-08-07
F000569,I01373,3,wear parts go faster than expected at our duty cycle,2026-02-17
F000570,I01376,5,"solid machine, support answered quickly when we asked",2026-11-02
F000571,I01381,5,"solid machine, support answered quickly when we asked",2026-09-16
F000572,I01382,3,"keeps overheating in summer, not what we were promised on uptime",2025-04-04
F000573,I01384,5,"runs well, uptime has been excellent since commissioning",2025-12-29
F000574,I01386,4,"runs well, uptime has been excellent since commissioning",2026-07-31
F000575,I01388,4,"runs well, uptime has been excellent since commissioning",2025-12-17
F000576,I01390,5,"no complaints, the line has kept pace all quarter",2024-09-01
F000577,I01396,5,"solid machine, support answered quickly when we asked",2026-01-02
F000578,I01400,1,"too much downtime in hot weather, we lost a shift to it",2025-02-28
F000579,I01402,4,"solid machine, support answered quickly when we asked",2024-07-20
F000580,I01404,4,"reliable so far, operators like the controls",2025-07-31
F000581,I01406,1,"too much downtime in hot weather, we lost a shift to it",2025-05-03
F000582,I01407,4,"reliable so far, operators like the controls",2025-04-27
F000583,I01408,5,"runs well, uptime has been excellent since commissioning",2025-07-27
F000584,I01410,5,"runs well, uptime has been excellent since commissioning",2026-03-14
F000585,I01411,4,"solid machine, support answered quickly when we asked",2024-11-14
F000586,I01414,4,"reliable so far, operators like the controls",2025-06-19
F000587,I01415,4,"reliable so far, operators like the controls",2025-08-28
F000588,I01417,5,"solid machine, support answered quickly when we asked",2025-07-31
F000589,I01426,4,"no complaints, the line has kept pace all quarter",2025-01-02
F000590,I01429,1,support took days to come back to us while the line was stopped,2025-11-26
F000591,I01431,3,support took days to come back to us while the line was stopped,2025-02-09
F000592,I01437,5,"runs well, uptime has been excellent since commissioning",2025-12-15
F000593,I01438,2,support took days to come back to us while the line was stopped,2025-07-30
F000594,I01443,4,"reliable so far, operators like the controls",2025-01-26
F000595,I01444,4,"runs well, uptime has been excellent since commissioning",2026-03-15
F000596,I01445,2,"too much downtime in hot weather, we lost a shift to it",2025-01-22
F000597,I01447,3,"keeps overheating in summer, not what we were promised on uptime",2025-03-18
F000598,I01451,2,support took days to come back to us while the line was stopped,2024-09-28
F000599,I01456,5,"no complaints, the line has kept pace all quarter",2025-01-13
F000600,I01458,1,"keeps overheating in summer, not what we were promised on uptime",2024-09-18
F000601,I01459,4,"solid machine, support answered quickly when we asked",2025-04-15
F000602,I01460,4,"solid machine, support answered quickly when we asked",2025-09-24
F000603,I01463,2,"too much downtime in hot weather, we lost a shift to it",2025-12-12
F000604,I01467,5,"reliable so far, operators like the controls",2026-11-15
F000605,I01469,4,"no complaints, the line has kept pace all quarter",2025-07-04
F000606,I01470,4,"solid machine, support answered quickly when we asked",2025-08-23
F000607,I01472,2,"keeps overheating in summer, not what we were promised on uptime",2026-04-07
F000608,I01473,2,"keeps overheating in summer, not what we were promised on uptime",2025-03-14
F000609,I01475,5,"reliable so far, operators like the controls",2026-07-23
F000610,I01478,1,wear parts go faster than expected at our duty cycle,2025-01-18
F000611,I01480,4,"reliable so far, operators like the controls",2025-06-26
F000612,I01484,5,"solid machine, support answered quickly when we asked",2025-04-23
F000613,I01485,1,"too much downtime in hot weather, we lost a shift to it",2026-08-14
F000614,I01486,2,"keeps overheating in summer, not what we were promised on uptime",2025-09-21
F000615,I01488,4,"solid machine, support answered quickly when we asked",2025-07-08
F000616,I01491,4,"runs well, uptime has been excellent since commissioning",2025-07-14
F000617,I01492,3,"too much downtime in hot weather, we lost a shift to it",2026-01-01
F000618,I01494,4,"runs well, uptime has been excellent since commissioning",2026-06-13
F000619,I01497,5,"reliable so far, operators like the controls",2026-02-06
F000620,I01501,5,"reliable so far, operators like the controls",2026-06-26
F000621,I01502,5,"reliable so far, operators like the controls",2024-12-08
F000622,I01505,4,"runs well, uptime has been excellent since commissioning",2026-01-20
F000623,I01507,5,"runs well, uptime has been excellent since commissioning",2026-01-28
F000624,I01515,4,"no complaints, the line has kept pace all quarter",2025-08-27
F000625,I01516,4,"solid machine, support answered quickly when we asked",2026-04-19
F000626,I01517,1,support took days to come back to us while the line was stopped,2025-09-06
F000627,I01519,5,"runs well, uptime has been excellent since commissioning",2025-02-15
F000628,I01520,5,"no complaints, the line has kept pace all quarter",2026-02-07
F000629,I01521,5,"no complaints, the line has kept pace all quarter",2026-03-18
F000630,I01522,4,"solid machine, support answered quickly when we asked",2025-07-30
F000631,I01523,2,"keeps overheating in summer, not what we were promised on uptime",2024-11-25
F000632,I01524,2,"too much downtime in hot weather, we lost a shift to it",2025-01-15
F000633,I01526,5,"runs well, uptime has been excellent since commissioning",2025-08-23
F000634,I01529,5,"reliable so far, operators like the controls",2026-06-22
F000635,I01530,5,"no complaints, the line has kept pace all quarter",2025-09-29
F000636,I01531,5,"runs well, uptime has been excellent since commissioning",2025-11-08
F000637,I01532,4,"runs well, uptime has been excellent since commissioning",2026-01-14
F000638,I01536,4,"solid machine, support answered quickly when we asked",2026-02-24
F000639,I01538,4,"no complaints, the line has kept pace all quarter",2026-04-09
F000640,I01539,2,support took days to come back to us while the line was stopped,2025-05-24
F000641,I01544,3,"keeps overheating in summer, not what we were promised on uptime",2026-01-19
F000642,I01545,3,"too much downtime in hot weather, we lost a shift to it",2024-07-09
F000643,I01550,4,"no complaints, the line has kept pace all quarter",2025-08-20
F000644,I01554,4,"runs well, uptime has been excellent since commissioning",2025-07-31
F000645,I01556,5,"runs well, uptime has been excellent since commissioning",2025-02-26
F000646,I01557,5,"runs well, uptime has been excellent since commissioning",2025-06-26
F000647,I01559,3,wear parts go faster than expected at our duty cycle,2025-04-21
F000648,I01560,5,"reliable so far, operators like the controls",2024-10-22
F000649,I01563,5,"reliable so far, operators like the controls",2026-05-17
F000650,I01568,5,"runs well, uptime has been excellent since commissioning",2025-09-28
F000651,I01572,4,"no complaints, the line has kept pace all quarter",2025-05-01
F000652,I01573,4,"solid machine, support answered quickly when we asked",2026-06-26
F000653,I01574,2,wear parts go faster than expected at our duty cycle,2026-09-07
F000654,I01576,5,"runs well, uptime has been excellent since commissioning",2026-01-19
F000655,I01577,4,"runs well, uptime has been excellent since commissioning",2025-06-19
F000656,I01580,2,wear parts go faster than expected at our duty cycle,2025-04-12
F000657,I01581,4,"reliable so far, operators like the controls",2025-10-25
F000658,I01583,4,"no complaints, the line has kept pace all quarter",2026-05-25
F000659,I01585,5,"no complaints, the line has kept pace all quarter",2025-01-11
F000660,I01586,2,"too much downtime in hot weather, we lost a shift to it",2024-11-18
F000661,I01589,4,"runs well, uptime has been excellent since commissioning",2025-07-31
F000662,I01591,3,"too much downtime in hot weather, we lost a shift to it",2024-10-28
F000663,I01592,5,"no complaints, the line has kept pace all quarter",2025-10-31
F000664,I01593,4,"solid machine, support answered quickly when we asked",2025-02-26
F000665,I01599,5,"reliable so far, operators like the controls",2025-05-20
F000666,I01600,4,"reliable so far, operators like the controls",2026-02-13
F000667,I01609,5,"no complaints, the line has kept pace all quarter",2025-02-19
F000668,I01610,1,"too much downtime in hot weather, we lost a shift to it",2024-10-06
F000669,I01613,4,"runs well, uptime has been excellent since commissioning",2025-04-28
F000670,I01619,5,"runs well, uptime has been excellent since commissioning",2026-02-10
F000671,I01621,5,"solid machine, support answered quickly when we asked",2026-09-15
F000672,I01626,4,"solid machine, support answered quickly when we asked",2025-09-20
F000673,I01628,4,"reliable so far, operators like the controls",2026-03-26
F000674,I01630,5,"no complaints, the line has kept pace all quarter",2025-01-09
F000675,I01632,4,"no complaints, the line has kept pace all quarter",2026-08-04
F000676,I01633,1,support took days to come back to us while the line was stopped,2025-06-27
F000677,I01635,4,"reliable so far, operators like the controls",2026-06-18
F000678,I01636,2,"too much downtime in hot weather, we lost a shift to it",2025-07-10
F000679,I01641,3,"too much downtime in hot weather, we lost a shift to it",2025-06-20
F000680,I01642,2,"keeps overheating in summer, not what we were promised on uptime",2026-08-02
F000681,I01645,4,"solid machine, support answered quickly when we asked",2025-12-19
F000682,I01647,2,support took days to come back to us while the line was stopped,2025-09-14
F000683,I01648,4,"no complaints, the line has kept pace all quarter",2025-06-27
F000684,I01653,5,"reliable so far, operators like the controls",2025-04-08
F000685,I01654,4,"runs well, uptime has been excellent since commissioning",2025-12-08
F000686,I01655,2,"keeps overheating in summer, not what we were promised on uptime",2026-11-18
F000687,I01659,3,"keeps overheating in summer, not what we were promised on uptime",2025-09-13
F000688,I01661,4,"no complaints, the line has kept pace all quarter",2026-04-10
F000689,I01662,4,"solid machine, support answered quickly when we asked",2025-01-27
F000690,I01663,4,"no complaints, the line has kept pace all quarter",2026-08-12
F000691,I01664,5,"reliable so far, operators like the controls",2025-06-02
F000692,I01665,4,"solid machine, support answered quickly when we asked",2026-02-08
F000693,I01667,1,support took days to come back to us while the line was stopped,2026-05-08
F000694,I01668,5,"runs well, uptime has been excellent since commissioning",2024-12-31
F000695,I01669,4,"no complaints, the line has kept pace all quarter",2025-09-10
F000696,I01670,5,"no complaints, the line has kept pace all quarter",2025-11-29
F000697,I01671,1,support took days to come back to us while the line was stopped,2025-02-07
F000698,I01680,5,"solid machine, support answered quickly when we asked",2026-01-01
F000699,I01682,5,"runs well, uptime has been excellent since commissioning",2026-04-20
F000700,I01685,2,"too much downtime in hot weather, we lost a shift to it",2026-05-02
F000701,I01686,4,"runs well, uptime has been excellent since commissioning",2025-01-11
F000702,I01687,5,"runs well, uptime has been excellent since commissioning",2026-02-19
F000703,I01689,5,"no complaints, the line has kept pace all quarter",2025-02-16
F000704,I01690,4,"runs well, uptime has been excellent since commissioning",2026-03-29
F000705,I01691,5,"solid machine, support answered quickly when we asked",2025-08-05
F000706,I01695,5,"no complaints, the line has kept pace all quarter",2026-05-09
F000707,I01697,4,"reliable so far, operators like the controls",2026-09-16
F000708,I01698,2,support took days to come back to us while the line was stopped,2025-08-06
F000709,I01708,2,support took days to come back to us while the line was stopped,2026-08-24
F000710,I01715,2,"too much downtime in hot weather, we lost a shift to it",2025-08-08
F000711,I01717,4,"runs well, uptime has been excellent since commissioning",2025-06-13
F000712,I01718,4,"no complaints, the line has kept pace all quarter",2024-10-12
F000713,I01720,4,"solid machine, support answered quickly when we asked",2025-10-01
F000714,I01721,4,"no complaints, the line has kept pace all quarter",2025-09-23
F000715,I01725,5,"reliable so far, operators like the controls",2026-06-05
F000716,I01733,5,"reliable so far, operators like the controls",2025-01-24
F000717,I01736,4,"reliable so far, operators like the controls",2025-07-08
F000718,I01740,5,"reliable so far, operators like the controls",2026-06-09
F000719,I01741,2,wear parts go faster than expected at our duty cycle,2025-02-06
F000720,I01746,4,"no complaints, the line has kept pace all quarter",2025-12-11
F000721,I01749,4,"reliable so far, operators like the controls",2026-07-19
F000722,I01751,4,"solid machine, support answered quickly when we asked",2025-12-23
F000723,I01753,2,wear parts go faster than expected at our duty cycle,2025-12-08
F000724,I01756,5,"reliable so far, operators like the controls",2026-02-14
F000725,I01758,5,"solid machine, support answered quickly when we asked",2026-02-11
F000726,I01763,2,wear parts go faster than expected at our duty cycle,2025-12-29
F000727,I01764,5,"solid machine, support answered quickly when we asked",2025-05-30
F000728,I01765,4,"reliable so far, operators like the controls",2026-04-19
F000729,I01768,4,"reliable so far, operators like the controls",2024-06-21
F000730,I01769,5,"runs well, uptime has been excellent since commissioning",2025-08-07
F000731,I01770,1,"keeps overheating in summer, not what we were promised on uptime",2026-05-15
F000732,I01773,3,"keeps overheating in summer, not what we were promised on uptime",2025-06-20
F000733,I01775,5,"runs well, uptime has been excellent since commissioning",2025-07-14
F000734,I01778,4,"solid machine, support answered quickly when we asked",2024-10-21
F000735,I01781,2,"too much downtime in hot weather, we lost a shift to it",2025-11-14
F000736,I01782,5,"reliable so far, operators like the controls",2025-09-25
F000737,I01786,5,"solid machine, support answered quickly when we asked",2025-10-07
F000738,I01790,2,"keeps overheating in summer, not what we were promised on uptime",2025-09-29
F000739,I01799,4,"no complaints, the line has kept pace all quarter",2025-07-03
F000740,I01800,5,"runs well, uptime has been excellent since commissioning",2026-05-14
F000741,I01801,5,"solid machine, support answered quickly when we asked",2025-05-01
F000742,I01806,1,support took days to come back to us while the line was stopped,2024-07-24
F000743,I01807,5,"runs well, uptime has been excellent since commissioning",2025-06-23
F000744,I01813,4,"runs well, uptime has been excellent since commissioning",2025-05-21
F000745,I01814,3,support took days to come back to us while the line was stopped,2026-01-27
F000746,I01816,2,wear parts go faster than expected at our duty cycle,2025-07-24
F000747,I01820,5,"reliable so far, operators like the controls",2024-12-28
F000748,I01824,5,"reliable so far, operators like the controls",2026-03-23
F000749,I01826,5,"solid machine, support answered quickly when we asked",2025-08-25
F000750,I01827,4,"runs well, uptime has been excellent since commissioning",2025-05-21
F000751,I01829,5,"solid machine, support answered quickly when we asked",2026-04-17
F000752,I01836,4,"solid machine, support answered quickly when we asked",2026-04-17
F000753,I01840,5,"solid machine, support answered quickly when we asked",2024-12-25
F000754,I01845,5,"solid machine, support answered quickly when we asked",2026-04-13
F000755,I01849,2,wear parts go faster than expected at our duty cycle,2025-01-08
F000756,I01850,3,wear parts go faster than expected at our duty cycle,2025-08-21
F000757,I01851,3,"too much downtime in hot weather, we lost a shift to it",2025-10-20
F000758,I01857,1,"too much downtime in hot weather, we lost a shift to it",2026-07-13
F000759,I01858,4,"solid machine, support answered quickly when we asked",2025-01-12
F000760,I01859,5,"solid machine, support answered quickly when we asked",2025-04-05
F000761,I01865,5,"solid machine, support answered quickly when we asked",2025-09-14
F000762,I01868,2,"keeps overheating in summer, not what we were promised on uptime",2025-07-05
F000763,I01869,4,"reliable so far, operators like the controls",2025-11-13
F000764,I01875,4,"no complaints, the line has kept pace all quarter",2025-05-29
F000765,I01878,5,"solid machine, support answered quickly when we asked",2025-07-16
F000766,I01880,5,"runs well, uptime has been excellent since commissioning",2025-01-09
F000767,I01885,3,"too much downtime in hot weather, we lost a shift to it",2025-12-05
F000768,I01888,4,"solid machine, support answered quickly when we asked",2025-06-04
F000769,I01892,1,"keeps overheating in summer, not what we were promised on uptime",2026-01-26
F000770,I01894,5,"no complaints, the line has kept pace all quarter",2026-07-04
F000771,I01897,5,"runs well, uptime has been excellent since commissioning",2026-04-18
F000772,I01898,4,"no complaints, the line has kept pace all quarter",2026-03-01
F000773,I01899,3,"too much downtime in hot weather, we lost a shift to it",2026-04-30
F000774,I01903,2,wear parts go faster than expected at our duty cycle,2025-03-11
F000775,I01905,2,"keeps overheating in summer, not what we were promised on uptime",2024-08-27
F000776,I01908,3,"keeps overheating in summer, not what we were promised on uptime",2025-01-02
F000777,I01910,5,"no complaints, the line has kept pace all quarter",2026-07-06
F000778,I01912,5,"runs well, uptime has been excellent since commissioning",2025-03-16
F000779,I01913,4,"solid machine, support answered quickly when we asked",2025-06-24
F000780,I01914,3,"too much downtime in hot weather, we lost a shift to it",2024-11-01
F000781,I01922,5,"solid machine, support answered quickly when we asked",2026-06-19
F000782,I01924,2,"keeps overheating in summer, not what we were promised on uptime",2025-09-12
F000783,I01926,5,"no complaints, the line has kept pace all quarter",2026-05-19
F000784,I01927,4,"reliable so far, operators like the controls",2025-07-20
F000785,I01929,4,"runs well, uptime has been excellent since commissioning",2025-01-18
F000786,I01932,5,"solid machine, support answered quickly when we asked",2025-04-17
F000787,I01933,4,"no complaints, the line has kept pace all quarter",2025-10-05
F000788,I01938,4,"runs well, uptime has been excellent since commissioning",2025-06-28
F000789,I01941,5,"solid machine, support answered quickly when we asked",2026-02-09
F000790,I01942,4,"solid machine, support answered quickly when we asked",2026-09-14
F000791,I01943,5,"no complaints, the line has kept pace all quarter",2025-10-08
F000792,I01946,5,"no complaints, the line has kept pace all quarter",2026-07-05
F000793,I01951,5,"reliable so far, operators like the controls",2024-10-30
F000794,I01952,5,"runs well, uptime has been excellent since commissioning",2026-02-26
F000795,I01953,5,"solid machine, support answered quickly when we asked",2026-02-27
F000796,I01959,5,"solid machine, support answered quickly when we asked",2026-05-28
F000797,I01960,5,"no complaints, the line has kept pace all quarter",2025-03-23
F000798,I01964,1,"too much downtime in hot weather, we lost a shift to it",2025-05-16
F000799,I01966,1,wear parts go faster than expected at our duty cycle,2025-09-03
F000800,I01971,4,"reliable so far, operators like the controls",2025-07-07
F000801,I01975,4,"no complaints, the line has kept pace all quarter",2026-04-13
F000802,I01977,5,"solid machine, support answered quickly when we asked",2026-04-10
F000803,I01979,4,"runs well, uptime has been excellent since commissioning",2026-01-08
